payment_date,payment_amt,agency_name,award_description,fain,recipient_justification,agency_lead_justification,org_name,generated_unique_award_id
04/28/2025,59898.71,HHS-NATIONAL INSTITUTES OF HEALTH,Not available,,Reimbursement for charges incurred in accordance with award terms and conditions.,"NIH approves the payments for 4040555436 in line with the terms and conditions of the Notices of Award, 2 CFR Part 200, Subpart E—Cost Principles, and the NIH Grants Policy Statement 7.9—Allowability of Costs/Activities. Costs expended that are not allowable, allocable, and reasonable will result in disallowed costs and funds will be recovered.",ST JUDE CHILDREN`S RESEARCH HOSPITAL,
05/09/2025,59884.33,HHS-NATIONAL INSTITUTES OF HEALTH,Not available,,Reimbursement for research expenses on awards,"NIH approves the payments for 4040576384 in line with the terms and conditions of the Notices of Award, 2 CFR Part 200, Subpart E—Cost Principles, and the NIH Grants Policy Statement 7.9—Allowability of Costs/Activities. Costs expended that are not allowable, allocable, and reasonable will result in disallowed costs and funds will be recovered.","UNIV OF TEXAS SYS CANCER CTR, M D ANDERSON HOSP/TUM INS",
05/05/2025,59880.24,HHS-NATIONAL INSTITUTES OF HEALTH,Not available,,"Salaries: to support data collection, subject/study,Subject comp, kit costs, AWS hosting fees (50%), shipping fees for international kits","NIH approves the payment for   RHD112264B    in line with the terms and conditions of the Notice of Award, 2 CFR Part 200, Subpart E—Cost Principles, and the NIH Grants Policy Statement 7.9—Allowability of Costs/Activities. Costs expended that are not allowable, allocable, and reasonable will result in disallowed costs and funds will be recovered.","INHERENT BIOSCIENCES, INC.",
04/30/2025,59876.86,HHS-NATIONAL INSTITUTES OF HEALTH,Not available,,The funds requested are to cover expenses allowable under 2 C.F.R. 200 and the terms and conditions of the Federal award in support of the objectives of each award as submitted and justified in the application including the budget and budget justification and in support of the work completed as documented in annual progress reports.,"NIH approves the payments for 4040560712 in line with the terms and conditions of the Notices of Award, 2 CFR Part 200, Subpart E—Cost Principles, and the NIH Grants Policy Statement 7.9—Allowability of Costs/Activities. Costs expended that are not allowable, allocable, and reasonable will result in disallowed costs and funds will be recovered.",UNIVERSITY OF MIAMI,
04/30/2025,59876.71,HHS-NATIONAL INSTITUTES OF HEALTH,Not available,,"Reimbursement of salary, indirect cost, scholarships/tuitions and supplies costs budgeted and approved by the funding agency","NIH approves the payments for 4040560299 in line with the terms and conditions of the Notices of Award, 2 CFR Part 200, Subpart E—Cost Principles, and the NIH Grants Policy Statement 7.9—Allowability of Costs/Activities. Costs expended that are not allowable, allocable, and reasonable will result in disallowed costs and funds will be recovered.",UNIVERSITY OF ALABAMA AT BIRMINGHAM,
05/09/2025,59876.58,HHS-NATIONAL INSTITUTES OF HEALTH,Not available,,REIMBURSEMENT OF GRANT EXPENSES,"NIH approves the payments for 4040575836 in line with the terms and conditions of the Notices of Award, 2 CFR Part 200, Subpart E—Cost Principles, and the NIH Grants Policy Statement 7.9—Allowability of Costs/Activities. Costs expended that are not allowable, allocable, and reasonable will result in disallowed costs and funds will be recovered.",CWRU-CLEVELAND CLINIC LERNER COLLEGE,
05/10/2025,59866.75,HHS-NATIONAL INSTITUTES OF HEALTH,Not available,,Billing period: 3/29/25 - 4/25/25,"NIH approves the payment for RHG012409A in line with the terms and conditions of the Notice of Award, 2 CFR Part 200, Subpart E—Cost Principles, and the NIH Grants Policy Statement 7.9—Allowability of Costs/Activities. Costs expended that are not allowable, allocable, and reasonable will result in disallowed costs and funds will be recovered.",ELECTRONIC BIOSCIENCES INC,
04/25/2025,59857.72,HHS-NATIONAL INSTITUTES OF HEALTH,Not available,,Reimbursement of allowable expenses within the scope of the award,"NIH approves the payments for 4040554567 in line with the terms and conditions of the Notices of Award, 2 CFR Part 200, Subpart E—Cost Principles, and the NIH Grants Policy Statement 7.9—Allowability of Costs/Activities. Costs expended that are not allowable, allocable, and reasonable will result in disallowed costs and funds will be recovered.",UNIVERSITY OF MASSACHUSETTS,
05/06/2025,59855.2,HHS-NATIONAL INSTITUTES OF HEALTH,Not available,,"Reimbursment of allowable expesenes to study the relationship between RV steatosis and RV function, exercise capacity, and outcomes in humans with PAH and to identify potential drivers of lipid accumulation.","NIH approves the payments for 4040568350 in line with the terms and conditions of the Notices of Award, 2 CFR Part 200, Subpart E—Cost Principles, and the NIH Grants Policy Statement 7.9—Allowability of Costs/Activities. Costs expended that are not allowable, allocable, and reasonable will result in disallowed costs and funds will be recovered.",VANDERBILT UNIVERSITY MEDICAL CENTER,
05/09/2025,59855.2,HHS-NATIONAL INSTITUTES OF HEALTH,Not available,,"Reimbursment of allowable expesenes to study the relationship between RV steatosis and RV function, exercise capacity, and outcomes in humans with PAH and to identify potential drivers of lipid accumulation.","NIH approves the payments for 4040576376 in line with the terms and conditions of the Notices of Award, 2 CFR Part 200, Subpart E—Cost Principles, and the NIH Grants Policy Statement 7.9—Allowability of Costs/Activities. Costs expended that are not allowable, allocable, and reasonable will result in disallowed costs and funds will be recovered.",VANDERBILT UNIVERSITY MEDICAL CENTER,
04/28/2025,59848.43,HHS-NATIONAL INSTITUTES OF HEALTH,Not available,,Reimbursement of payroll and budgeted expenses for project titled &quot;Reduce Cardiovascular Morbidity and Optimize Cancer Outcomes.&quot;,"NIH approves the payments for 4040555413 in line with the terms and conditions of the Notices of Award, 2 CFR Part 200, Subpart E—Cost Principles, and the NIH Grants Policy Statement 7.9—Allowability of Costs/Activities. Costs expended that are not allowable, allocable, and reasonable will result in disallowed costs and funds will be recovered.",KAISER FOUNDATION RESEARCH INSTITUTE,
04/28/2025,59836.47,HHS-NATIONAL INSTITUTES OF HEALTH,Not available,,"Federal Grant ID:  U54NS115052
Research Grant:    Myelin Disorders Biorepository Project (MDBP) at the Biospecimen Exchange for Neurological Disorders (BioSEND)
 Costs comply with federal statutes, regulations, and the terms and condition of this federal award.   The Children’s Hospital of Philadelphia adheres to the Uniform Guidance (2 CFR Part 200) ensuring expenditures are necessary, reasonable, and allocable, thereby safeguarding the integrity of the grant and promoting effective use of federal resources.  This Letter of Credit draw consists of the following disbursement amounts which align with the award: 
 Salaries: $9,990.90;  Fringes: $2,317.95;  Indirect Costs: $9,600.90 
Total Costs:  $21,909.75

Federal Grant ID:  U54NS115052
Research Grant:    Global Leukodystrophy Initiative Clinical Trials Network Gap Year Administrative Supplement
 Costs comply with federal statutes, regulations, and the terms and condition of this federal award.   The Children’s Hospital of Philadelphia adheres to the Uniform Guidance (2 CFR Part 200) ensuring expenditures are necessary, reasonable, and allocable, thereby safeguarding the integrity of the grant and promoting effective use of federal resources.  This Letter of Credit draw consists of the following disbursement amounts which align with the award: 
 Salaries: $13,453.31;  Fringes: $3,121.16;  Indirect Costs: $12,928.14 
Total Costs:  $29,502.61

Federal Grant ID:  U54NS115052
Research Grant:    The Global Leukodystrophy Initiative Clinical Trials Network (GLIA-CTN)
 Costs comply with federal statutes, regulations, and the terms and condition of this federal award.   The Children’s Hospital of Philadelphia adheres to the Uniform Guidance (2 CFR Part 200) ensuring expenditures are necessary, reasonable, and allocable, thereby safeguarding the integrity of the grant and promoting effective use of federal resources.  This Letter of Credit draw consists of the following disbursement amounts which align with the award: 
 Salaries: $4,541.34;  Fringes: $245.03;  Indirect Costs: $3,637.74 
Total Costs:  $8,424.11
","NIH approves the payments for 4040555511 in line with the terms and conditions of the Notices of Award, 2 CFR Part 200, Subpart E—Cost Principles, and the NIH Grants Policy Statement 7.9—Allowability of Costs/Activities. Costs expended that are not allowable, allocable, and reasonable will result in disallowed costs and funds will be recovered.",CHILDREN'S HOSPITAL OF PHILADELPHIA,
04/30/2025,59831.94,HHS-NATIONAL INSTITUTES OF HEALTH,Not available,,The funds requested are to cover expenses allowable under 2 C.F.R. 200 and the terms and conditions of the Federal award in support of the objectives of each award as submitted and justified in the application including the budget and budget justification and in support of the work completed as documented in annual progress reports.,"NIH approves the payments for 4040560712 in line with the terms and conditions of the Notices of Award, 2 CFR Part 200, Subpart E—Cost Principles, and the NIH Grants Policy Statement 7.9—Allowability of Costs/Activities. Costs expended that are not allowable, allocable, and reasonable will result in disallowed costs and funds will be recovered.",UNIVERSITY OF MIAMI,
05/12/2025,59829.92,HHS-NATIONAL INSTITUTES OF HEALTH,Not available,,"Reimbursement of Faculty Salaries, Student Emp Salaries, Classified Salaries, Vacation Benefits, Retiree Benefits, TRS Retirement Match (State), GRPI Insurance Benefits, FICA Benefits - Matching, WCI Benefits, ORP Retirement Matching, Fees And Other Charges, Publications &amp; Advertisements, Reproduction &amp; Printing Svcs, Purchased Contract Services, Indirect Cost Recovery","NIH approves the payments for 4040578247	in line with the terms and conditions of the Notices of Award, 2 CFR Part 200, Subpart E—Cost Principles, and the NIH Grants Policy Statement 7.9—Allowability of Costs/Activities. Costs expended that are not allowable, allocable, and reasonable will result in disallowed costs and funds will be recovered.",UNIVERSITY OF TEXAS HEALTH SCIENCE CENTER AT HOUSTON,
05/08/2025,59821.66,HHS-NATIONAL INSTITUTES OF HEALTH,Not available,,"Requesting payment for Award Number 3U54HL165445-03S1; Expenditure period 7/2/2024 - 4/30/2025; Salary: $29,504.31, Fringe: $7,146.40, Repair &amp; Maint: $342.52, Exp Materials &amp; Services: $1,012.98, Indirect Costs: $21,815.45","NIH approves the payments for 4040573336 in line with the terms and conditions of the Notices of Award, 2 CFR Part 200, Subpart E—Cost Principles, and the NIH Grants Policy Statement 7.9—Allowability of Costs/Activities. Costs expended that are not allowable, allocable, and reasonable will result in disallowed costs and funds will be recovered.",THE LELAND STANFORD JUNIOR UNIVERSITY,
05/08/2025,59810.51,HHS-NATIONAL INSTITUTES OF HEALTH,Not available,,Drawing down funds expended per award.,"NIH approves the payments for 4040574142 in line with the terms and conditions of the Notices of Award, 2 CFR Part 200, Subpart E—Cost Principles, and the NIH Grants Policy Statement 7.9—Allowability of Costs/Activities. Costs expended that are not allowable, allocable, and reasonable will result in disallowed costs and funds will be recovered.",HOSPITAL FOR SPECIAL SURGERY (THE),
