piid,agency,vendor,value,description,fpds_status,fpds_link,deleted_date,savings
75N92024F00003,Department of Health and Human Services,"AMERICAN SOCIETY OF HUMAN GENETICS, INCORPORATED, THE",275886,"PROFESSIONAL ORGANIZATIONS: FELLOWS TRAINING PROGRAM, NATIONAL INSTITUTES OF HEALTH",TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7529&PIID=75N92024F00003&modNumber=P00002&idvAgencyID=&idvPIID=75N92023A00019&contractType=AWARD,7/16/2025,210375.2
75N92024F00002,Department of Health and Human Services,"AMERICAN SOCIETY OF HUMAN GENETICS, INCORPORATED, THE",275886,"PROFESSIONAL ORGANIZATIONS: FELLOWS TRAINING PROGRAM, NATIONAL INSTITUTES OF HEALTH",TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7529&PIID=75N92024F00002&modNumber=P00002&idvAgencyID=&idvPIID=75N92023A00019&contractType=AWARD,7/16/2025,210375.2
75N92024F00001,Department of Health and Human Services,"AMERICAN SOCIETY OF HUMAN GENETICS, INCORPORATED, THE",275886,"PROFESSIONAL ORGANIZATIONS: FELLOWS TRAINING PROGRAM, NATIONAL INSTITUTES OF HEALTH",TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7529&PIID=75N92024F00001&modNumber=P00002&idvAgencyID=&idvPIID=75N92023A00019&contractType=AWARD,7/16/2025,210375.2
75N95024F00126,Department of Health and Human Services,Kelly Services,1037236.03,"Scientific, Administrative, Operational Resources (SOAR)",TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7529&PIID=75N95024F00126&modNumber=P00014&idvAgencyID=&idvPIID=75N95021D00012&contractType=AWARD,2/24/2025,207447.21
75N93024F00021,Department of Health and Human Services,"MEDICAL SCIENCE & COMPUTING, LLC",609945.6,TECHNICAL SUPPORT SERVICES,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7529&PIID=75N93024F00021&modNumber=P00002&idvAgencyID=&idvPIID=75N93019D00023&contractType=AWARD,5/7/2025,207360
75N95024F00061,Department of Health and Human Services,Guidehouse,343697.2,"Scientific, Administrative, Operational Resources (SOAR): Under this task order, the contractor will independently provide support services to satisfy the overall operational objectives of the National Institute on Minority Health and Health Disparities. The primary objective is to provide services and deliverables through performance of support services.",BASE AWARD,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7529&PIID=75N95024F00061&modNumber=0&idvAgencyID=&idvPIID=75N95021D00013&contractType=AWARD,2/24/2025,206218.32
75D30121C12666,Department of Health and Human Services,VORTEX SOLUTIONS LLC,1624676.65,SCIENCE CONSULTATION SUPPORT SERVICES,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30121C12666&modNumber=P00006&idvAgencyID=&idvPIID=&contractType=AWARD,4/22/2025,205518.39
75D30124F00007,Department of Health and Human Services,ICE TECHNICAL SERVICES INC,538968,HRO GENERAL SERVICES,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30124F00007&modNumber=P00005&idvAgencyID=&idvPIID=75D30123D15913&contractType=AWARD,2/7/2025,204055
75D30124F00002,Department of Health and Human Services,ICE Technical Services ,269078,General Clerk Services,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30124F00002&modNumber=P00002&idvAgencyID=&idvPIID=75D30123D15913&contractType=AWARD,2/13/2025,204055
75ACF122F80027,Department of Health and Human Services,Abt Global LLC,1816462,"This contract assists ACF's OPRE and CB in providing evaluation-related support for organizations awarded cooperative agreement grants by CB that support the development, implementation, and evaluation of strategies that support community-level multi-system collaboratives designed to prevent child abuse and neglect. The contract also conducts a cross-site process evaluation of CB grantees’ implementation processes and outcomes.",Expired,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7590&PIID=75ACF122F80027&modNumber=P00001&idvAgencyID=&idvPIID=GS00F252CA&contractType=AWARD,2/18/2025,202920.93
75D30124C18341,Department of Health and Human Services,"KNOBBE, MARTENS, OLSON & BEAR, LLP",1595411.29,LEGAL SUPPORT SERVICES,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30124C18341&modNumber=P00003&idvAgencyID=&idvPIID=&contractType=AWARD,4/16/2025,202000
75FCMC22F0046,Department of Health and Human Services,"RELI GROUP, INC.",35062931.82,"COMPUTER SYSTEMS DESIGN SERVICES: PROVIDE SECURITY OVERSIGHT, MONITOR DATA ANALYSIS AND GOVERNANCE COMPLIANCE, AFFORDABLE CARE ACT STATE OVERSIGHT AND COMPLIANCE PROGRAM, CENTER FOR MEDICARE AND MEDICATE SERVICES","ADDITIONAL WORK (NEW AGREEMENT, JUSTIFICATION REQUIRED)",https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7530&PIID=75FCMC22F0046&modNumber=P00012&idvAgencyID=&idvPIID=75N98120D00065&contractType=AWARD,8/8/2025,200012.78
75D30120F08013,Department of Health and Human Services,"Hager Sharp, Inc.",1773485.54,Task order against the OADC BPA for Communications Services for Mass Communications Campaign to Reduce Excessive Alcohol Use,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30120F08013&modNumber=P00005&idvAgencyID=&idvPIID=HHSD2002015M88158B&contractType=AWARD,3/4/2025,200000
75N91021C00006,Department of Health and Human Services,GEISINGER CLINIC,3428273,"SCIENTIFIC AND TECHNICAL CONSULTING SERVICES: FACILITATE PROJECT-SPECIFIC SCIENTIFIC COLLABORATIONS WITH ORGANIZATIONS, POPULATION-SCALE ELECTRONIC HEALTH RECORD-LINKED EXOME, DIVISION OF CANCER EPIDEMIOLOGY AND GENETICS",CHANGE ORDER,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7529&PIID=75N91021C00006&modNumber=P00011&idvAgencyID=&idvPIID=&contractType=AWARD,7/1/2025,200000
75N91022F00001,Department of Health and Human Services,KAISER FOUNDATION HOSPITALS,1592268,"ALL OTHER PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES: DATA COLLECTION/MANAGEMENT, PARTICIPANT ADVISORY BOARD, CONNECT FOR CANCER PREVENTION STUDY",CHANGE ORDER,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7529&PIID=75N91022F00001&modNumber=P00006&idvAgencyID=&idvPIID=75N91018D00021&contractType=AWARD,8/22/2025,200000
75N91024F00002,Department of Health and Human Services,"WESTAT, INC.",15539013,"HEALTH BASIC RESEARCH: TECHNICAL SUPPORT, DIVISION OF CANCER EPIDEMIOLOGY AND GENETICS, METABOLIC EPIDEMIOLOGY BRANCH",EXERCISE AN OPTION,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7529&PIID=75N91024F00002&modNumber=P00003&idvAgencyID=&idvPIID=75N91022D00006&contractType=AWARD,8/22/2025,200000
75D30123C17714,Department of Health and Human Services,UNIVERSITY OF MISSOURI SYSTEM,438972,DEVELOPMENT OF A REAL-TIME SILICA DUST SENSOR WITH GRAPHENE-MXENE NANOSHEET,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30123C17714&modNumber=P00001&idvAgencyID=&idvPIID=&contractType=AWARD,4/28/2025,199772
75D30123C17572,Department of Health and Human Services,"TAMAYO FEDERAL SOLUTIONS, LLC",397312.1,TECHNICAL ADVISOR SERVICES TO SUPPORT COLOMBIA INSTITUTO NACIONAL DE SALUD,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30123C17572&modNumber=P00001&idvAgencyID=&idvPIID=&contractType=AWARD,5/7/2025,199055.6
75F40122F80173,Department of Health and Human Services,IMMERSION CONSULTING LLC,316617.6,INSTRUCTOR LED FEDERAL TRAVEL REGULATION (FTR) POLICY TRAINING,OTHER ADMINISTRATIVE ACTION,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7524&PIID=75F40122F80173&modNumber=P00003&idvAgencyID=&idvPIID=GS00F267CA&contractType=AWARD,2/26/2025,198282.24
75D30122C13215,Department of Health and Human Services,IBEX IT BUSINESS EXPERTS LLC,472876.4,SINGLE SIGN-ON PROGRAMMATIC AND ADMINISTRATIVE SUPPORT,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30122C13215&modNumber=P00005&idvAgencyID=&idvPIID=&contractType=AWARD,5/1/2025,196948.8
75N92024F00001,Department of Health and Human Services,ACMG FOUNDATION FOR GENETIC AND GENOMIC MEDICINE,392338.51,FELLOWS TRAINED PHYSICIANS IN GENETIC AND GENOMICS,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7529&PIID=75N92024F00001&modNumber=P00001&idvAgencyID=&idvPIID=75N92023A00020&contractType=AWARD,5/7/2025,196196.16
75N92024F00002,Department of Health and Human Services,ACMG FOUNDATION FOR GENETIC AND GENOMIC MEDICINE,392338.51,"NATIONAL HUMAN GENOME RESEARCH INSTITUTE FELLOWS, TRAINED PHYSICIANS IN GENETIC AND GENOMICS",TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7529&PIID=75N92024F00002&modNumber=P00001&idvAgencyID=&idvPIID=75N92023A00020&contractType=AWARD,7/24/2025,196196.16
75D30123C17625,Department of Health and Human Services,GINTECH LLC,572167.68,EXECUTIVE ASSISTANT,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30123C17625&modNumber=P00003&idvAgencyID=&idvPIID=&contractType=AWARD,5/9/2025,195455.4
75D30124F00010,Department of Health and Human Services,ICE TECHNICAL SERVICES INC,609872,HR Generalist II Services,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30124F00010&modNumber=P00001&idvAgencyID=&idvPIID=75D30123D15913&contractType=AWARD,2/13/2025,194204
75D30124P19838,Department of Health and Human Services,"SYNERGY AMERICA, INC.",246606,PHOTO/MAP/PRINT/PUBLICATION- ARTS/GRAPHICS: DESKTOP PUBLISHER / GRAPHIC DESIGN II,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30124P19838&modNumber=P00001&idvAgencyID=&idvPIID=&contractType=AWARD,9/16/2025,194026
75F40122F19001,Department of Health and Human Services,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION,749117.78,BIOMERIEUX CONSUMABLES,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7524&PIID=75F40122F19001&modNumber=P00006&idvAgencyID=&idvPIID=75F40122A00016&contractType=AWARD,5/19/2025,193162
75F40121P00373,Department of Health and Human Services,EKASYS INC,1442000,MARKETING CONSULTING SERVICES GOOGLE ADWORDS,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7524&PIID=75F40121P00373&modNumber=P00005&idvAgencyID=&idvPIID=&contractType=AWARD,4/4/2025,191000
75N93023F00052,Department of Health and Human Services,"AXLE INFORMATICS, LLC",550361.8,"NIAID PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SUPPORT SERVICES",TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7529&PIID=75N93023F00052&modNumber=P00003&idvAgencyID=&idvPIID=75N93019D00024&contractType=AWARD,4/21/2025,190713.6
75D30124P19374,Department of Health and Human Services,LHS PRODUCTIONS INC,232872.12,LHS SOFTWARE MAINTENANC AND SUPPORT,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30124P19374&modNumber=P00001&idvAgencyID=&idvPIID=&contractType=AWARD,5/14/2025,189015
75N94023F00127,Department of Health and Human Services,"Ripple Effect Communications, Inc",400001,"The objective of this requirement is to procure services and expertise in program implementation and evaluation for OHMRC. This includes developing the best implementation strategies, documenting methodology, and generating recommendations for scientific program evaluations. This includes analysis of the programs in terms of process, outcomes, and impact",TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7529&PIID=75N94023F00127&modNumber=P00003&idvAgencyID=&idvPIID=47QRAA22D008N&contractType=AWARD,2/26/2025,187592
75H71222F80200,Department of Health and Human Services,"BIOMERIEUX , INC.",76608,MEDICAL ANALYTICAL LABORATORY INSTRUMENTS: BACT/ALERT COMBO UNIT & VITEK C30 UNIT,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7527&PIID=75H71222F80200&modNumber=P00002&idvAgencyID=&idvPIID=GS07F9525S&contractType=AWARD,6/26/2025,187431.88
75ACF121F80039,Department of Health and Human Services,"UNISON VIRTUAL ACQUISITION OFFICE, LLC",523882.47,VIRTUAL ACQUISITION OFFICE SOFTWARE SUBSCRIPTION,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7590&PIID=75ACF121F80039&modNumber=P00007&idvAgencyID=&idvPIID=GS35F131GA&contractType=AWARD,6/11/2025,187279.24
75R60224F80081,Department of Health and Human Services,"ISOM EVENTS, LLC",244096.48,TO PROVIDE TECHNICAL WRITING SERVICES FOR BHW.,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7526&PIID=75R60224F80081&modNumber=P00002&idvAgencyID=&idvPIID=GS07F0777X&contractType=AWARD,4/16/2025,186614.19
75N95021F00005,Department of Health and Human Services,"Kelly Services, Inc.",845782.26,"Scientific, Administrative, Operational Resources (SOAR): Research program advising",FUNDING ONLY ACTION,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7529&PIID=75N95021F00005&modNumber=P00008&idvAgencyID=&idvPIID=75N95021D00012&contractType=AWARD,2/24/2025,183252.82
75R60224P00019,Department of Health and Human Services,"FEEA CHILDCARE SERVICES, INC.",205980,"Congress enacted Public Law 107-67, Sec. 630 on November 12, 2001. This legislation permits Federal agencies to administer a program to assist their Federal employees with the costs of child care.",TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7526&PIID=75R60224P00019&modNumber=P00002&idvAgencyID=&idvPIID=&contractType=AWARD,2/26/2025,183230
75N95023P00557,Department of Health and Human Services,UNIVERSITY OF HAWAII,305175,BODY COMPOSITION AND BONE MINERAL DENSITY DATA HARMONIZATION,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7529&PIID=75N95023P00557&modNumber=P00003&idvAgencyID=&idvPIID=&contractType=AWARD,5/5/2025,183105
75N99024P00108,Department of Health and Human Services,GP STRATEGIES CORPORATION,226612.5,GPILEARN+ ONLINE COURSEWARE,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7529&PIID=75N99024P00108&modNumber=P00001&idvAgencyID=&idvPIID=&contractType=AWARD,4/22/2025,182437.5
75F40123C00090,Department of Health and Human Services,EMERGENCY CARE RESEARCH INSTITUTE,878780,MATERIALS PERFORMANCE STUDY EXTENSION,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7524&PIID=75F40123C00090&modNumber=P00003&idvAgencyID=&idvPIID=&contractType=AWARD,2/28/2025,181280
75D30124F20338,Department of Health and Human Services,GUIDEHOUSE INC.,248263.48,ENVIRONMENTAL HEALTH PREPAREDNESS AND RESPONSE SUPPORT,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30124F20338&modNumber=P00002&idvAgencyID=&idvPIID=GS00Q14OADU142&contractType=AWARD,3/24/2025,180351.13
75N93024F00138,Department of Health and Human Services,"AXLE INFORMATICS, LLC",216258.01,"NIAID PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SUPPORT SERVICES",TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7529&PIID=75N93024F00138&modNumber=P00001&idvAgencyID=&idvPIID=75N93019D00024&contractType=AWARD,4/28/2025,178925.26
75D30124P19018,Department of Health and Human Services,"ILLUMINA, INC.",223532.4,ILLUMINA SEQUENCERS MAINTENANCE AND SERVICES,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30124P19018&modNumber=P00001&idvAgencyID=&idvPIID=&contractType=AWARD,4/28/2025,178825.92
75N98021F00301,Department of Health and Human Services,SOPHINEA CORPORATION,506594.77,OFFICE OF HUMAN RESOURCES DATA BOOTCAMP,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7529&PIID=75N98021F00301&modNumber=P00005&idvAgencyID=&idvPIID=47QTCA21D00AQ&contractType=AWARD,6/23/2025,178761.39
75N91021F00227,Department of Health and Human Services,CARAHSOFT TECHNOLOGY CORPORATION,714340,"SOFTWARE AS A SERVICE: TWILIO SHORT MESSAGE SERVICE AND SENDGRID CLOUD COMMUNICATIONS PLATFORM, CONNECT FOR CANCER PREVENTION STUDY, NATIONAL CANCER INSTITUTE, DIVISION OF CANCER EPIDEMIOLOGY AND GENETICS",Expired,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7529&PIID=75N91021F00227&modNumber=P00004&idvAgencyID=&idvPIID=NNG15SC03B&contractType=AWARD,7/2/2025,178585
75N93024F00003,Department of Health and Human Services,CAMRIS INTERNATIONAL INC.,262790,TECHNICAL SUPPORT SERVICES INTRAMURAL RESEARCH/LABORATORY OF IMMUNE SYSTEM BIOLOGY,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7529&PIID=75N93024F00003&modNumber=P00001&idvAgencyID=&idvPIID=75N93019D00025&contractType=AWARD,5/6/2025,177260
75D30124P19780,Department of Health and Human Services,"POLITICO, LLC",229625,Politico Subscription,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30124P19780&modNumber=P00001&idvAgencyID=&idvPIID=&contractType=AWARD,2/7/2025,176330
75N91024F00001,Department of Health and Human Services,SANFORD RESEARCH,4198789,"ALL OTHER PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES/DATA COLLECTION: CONNECT FOR CANCER PREVENTION",EXERCISE AN OPTION,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7529&PIID=75N91024F00001&modNumber=P00001&idvAgencyID=&idvPIID=75N91018D00022&contractType=AWARD,7/24/2025,175508
75ACF121F80028,Department of Health and Human Services,"JAMES BELL ASSOCIATES, INC.",873925.55,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES TRIBAL TANF-CHILD WELFARE COORDINATION GUIDANCE AND SUPPORT,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7590&PIID=75ACF121F80028&modNumber=P00007&idvAgencyID=&idvPIID=47QRAA20D0008&contractType=AWARD,4/14/2025,174832.3
75F40124P00516,Department of Health and Human Services,"SAMYAK SOLUTIONS, INC.",255681.52,CLEANUP OF PACKAGING MATERIALS AND REMOVAL OF BOXES FROM LABORATORY SPACES.,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7524&PIID=75F40124P00516&modNumber=P00001&idvAgencyID=&idvPIID=&contractType=AWARD,4/28/2025,173774.32
75P00124P00104,Department of Health and Human Services,"UNIVERSITY OF CALIFORNIA, SAN FRANCISCO",173280,"THIS REQUIREMENT IS TO SUPPORT THE COMMUNICATION ABOUT, PARTICIPANT ENGAGEMENT IN, AND EVALUATION OF THE NEWBORN SUPPLY KIT PILOT. THE PROGRAM AIMS TO IMPROVE MATERNAL MENTAL HEALTH OUTCOMES, PROVIDE FAMILIES WITH INFORMATION ABOUT FEDERAL PROGRAMS, Federal programs, and build trust between families, healthcare providers, communities, and the government. The evaluation will assess the program’s effectiveness in achieving those objectives, as well as its impact on family health and well-being.",TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7570&PIID=75P00124P00104&modNumber=P00002&idvAgencyID=&idvPIID=&contractType=AWARD,2/18/2025,173280
75N92024F00065,Department of Health and Human Services,"SOFT TECH CONSULTING, INC.",904192.15,SENIOR COMPUTER ANALYSIS SUPPORT,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7529&PIID=75N92024F00065&modNumber=P00004&idvAgencyID=&idvPIID=47QTCA21D00DF&contractType=AWARD,5/19/2025,172990
75D30123C17590,Department of Health and Human Services,"TAMAYO FEDERAL SOLUTIONS, LLC",339081.16,MONITORING AND EVALUATION SERVICES,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30123C17590&modNumber=P00002&idvAgencyID=&idvPIID=&contractType=AWARD,5/9/2025,172468.58
75R60225F34002,Department of Health and Human Services,AMERICAN INSTITUTES FOR RESEARCH IN THE BEHAVIORAL SCIENCES,707491,INTERIM EXECUTIVE DIRECTOR ADMINISTRATIVE AND GENERAL MANAGEMENT SUPPORT SERVICES,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7526&PIID=75R60225F34002&modNumber=P00002&idvAgencyID=&idvPIID=75R60224D00021&contractType=AWARD,6/16/2025,171253
75F40124F19041,Department of Health and Human Services,"MIDNIGHT SUN TECHNOLOGIES, LLC",339160,HEALTHCARE PROVIDER SOCIAL MEDIA INFLUENCERS: INTERVIEWS,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7524&PIID=75F40124F19041&modNumber=P00001&idvAgencyID=&idvPIID=75F40122D00003&contractType=AWARD,4/16/2025,170560
75ACF123F80062,Department of Health and Human Services,James Bell Associates,866897.47,TWO GRANT PROGRAMS ADMINISTERED BY FYSBS ADOLESCENT PREGNANCY PREVENTION (APP) PROGRAM SEXUAL RISK AVOIDANCE EDUCATION,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7590&PIID=75ACF123F80062&modNumber=P00004&idvAgencyID=&idvPIID=47QRAA20D0008&contractType=AWARD,1/27/2025,170032.73
