date,agency,recipient,value,savings,link,description
3/23/2025,Department of Health and Human Services,GENENDEAVOR LLC,4504502,753881,,"DEVELOPMENT OF A HANDHELD RAPID AIR SENSING SYSTEM TO MONITOR AND QUANTIFY SARS-COV-2 IN AEROSOLS IN REAL-TIME - PROJECT SUMMARY THE ABILITY TO RAPIDLY MONITOR SARS-COV-2 IN AEROSOLâ€”DROP PARTICLES <5 ÎœM IN SIZE THAT EVAPORATE INTO DROPLET NUCLEI AND BECOME SUSPENDED IN AIRâ€”AT THE POINT OF PRESENTATION IS CRITICAL TO MANAGING THE RISK OF INFECTION BY AIRBORNE TRANSMISSION AS PEOPLE RETURN TO THEIR COMMUNITIES, WORKPLACES, AND SCHOOLS DURING THE COVID-19 PANDEMIC. HOWEVER, CURRENT ENZYME-BASED METHODS LACK SENSITIVITY, SPEED, SIMPLICITY, AND REQUIRE LAB EQUIPMENTâ€”HENCE, LACK THE CAPABILITY FOR REAL-TIME POINT-OF-PRESENTATION (POP) MONITORING. IN THE ABSENCE OF A REAL-TIME POP MONITORING CAPABILITY, SARS-COV-2 TRANSMISSION REMAINS POORLY UNDERSTOOD. IN THIS APPLICATION, A MULTIDISCIPLINARY RESEARCH APPROACH THAT INTEGRATES INNOVATIONS IN RAPID-KINETIC CHEMICAL AUTO-LIGATION, NON- ENZYMATIC ISOTHERMAL SIGNAL AMPLIFICATION, SOLID-STATE ELECTRONICS, AND BIOPHOTONICS IS PROPOSED TO ENABLE THE DEVELOPMENT OF A NOVEL AIR MONITORING SYSTEM (AMS) THAT DETECTS AND QUANTIFIES AEROSOLIZED SARS-COV-2 AT THE POINT OF PRESENTATION IN REAL-TIME. RECENT ADVANCES IN VIRAL CULTURING PROTOCOLS, AIR SAMPLING TECHNOLOGY, AND SINGLE-PHOTON DETECTION CAPABILITY WILL PROVIDE THE FRAMEWORK FOR A COLLABORATIVE RESEARCH ENDEAVOR TO ESTABLISH A NEW PARADIGM TO ADDRESS THE KNOWLEDGE GAP BETWEEN THE SPREAD OF COVID-19 AND SARS-COV-2 AEROSOL TRANSMISSION. THEREFORE, THE PROPOSAL IS AIMED AT TRANSFORMING THE WAY COVID-19 IS CURRENTLY RESEARCHED BY PROVIDING A TOOL TO ENABLE UNPARALLELED STUDIES THAT WILL SIGNIFICANTLY ADVANCE THE CURRENT KNOWLEDGEBASE. THESE TRANSFORMATIVE STUDIES COULD ULTIMATELY GUIDE A NEW FIELD OF INVESTIGATIONS THAT LEAD TO A BETTER UNDERSTANDING OF COVID-19 SPREAD, SUCH AS VIRAL EXPOSURE VS. RISK, VIRAL DECAY RATE VS. INFECTIVITY, AND VIRAL LOAD VS. INFECTIOUS DOSE IN SARS-COV-2 AIRBORNE TRANSMISSION. AT A MINIMUM, THE PROPOSED THREE RESEARCH OBJECTIVES WILL PROVIDE A BASIC UNDERSTANDING OF COVID-19 AEROSOL TRANSMISSION. FIRSTLY, CURRENT AIR SAMPLING SYSTEMS USE A MULTI-STEP WORKFLOW THAT TAKES SEVERAL HOURS TO COMPLETE AND REQUIRES LAB EQUIPMENT, REAGENTS, AND SIGNIFICANT HANDS-ON TIME. THE GOAL OF OBJECTIVE 1 IS TO COMBINE AIR SAMPLING AND DETECTION INTO A ONE-STEP REAL-TIME POP AMS DEVICE THAT YIELDS SARS-COV-2 QUANTIFICATION RESULTS IN LESS THAN 5 MINUTES, WITHOUT LAB EQUIPMENT OR REAGENTS. SECONDLY, VIRAL INOCULUM, OR INITIAL DOSE OF VIRUS, ASPIRATED INTO THE NASAL CAVITY AND LUNGS HAS BEEN ASSOCIATED WITH DISEASE ONSET AND SEVERITY. THE GOAL OF OBJECTIVE 2 IS TO OPTIMIZE AND VALIDATE AMS TO CORRELATE READINGS FROM THE AIR MONITORING DEVICE WITH TISSUE-CULTURE INFECTIOUS DOSE (TCID50) AND REVERSE TRANSCRIPTION POLYMERASE CHAIN REACTION (RT-PCR) QUANTITIES. THESE PARAMETERS CAN THEN LATER BE APPLIED TO HUMAN STUDIES TO DETERMINE THE HUMAN INFECTIOUS DOSE OF SARS-COV-2 BY AEROSOL TRANSMISSION. THIRDLY, FIELD-BASED TESTING IN HOSPITALS WILL PROVIDE A MEANS TO BETA TEST AMS PERFORMANCE IN HIGH-RISK ENVIRONMENTS. THE GOAL OF OBJECTIVE 3 IS TO CALIBRATE AMS MEASUREMENTS WITH RT-PCR CYCLE-THRESHOLD (CT) VALUES AND CELL-CULTURE TCID50 VIABILITY RESULTS AND THEN BENCHMARK WITH RESULTS FROM HIGH-RISK ENVIRONMENTS TAKEN FROM AROUND THE WORLD TO CORRELATE SARS-COV-2 AEROSOL CONCENTRATIONS WITH GLOBAL INFECTION RATE, AS A POTENTIAL FOR ESTABLISHING THRESHOLD LEVELS."
3/23/2025,Department of Health and Human Services,"REPUBLIC OF PALAU, BUREAU OF HEALTH SEVICES",1249017,753759,,Palau ELC 2019-2023
3/23/2025,Department of Health and Human Services,#REF!,1200000,752751,,#REF!
3/10/2025,Department of Health and Human Services,COLUMBIA UNIVERSITY HEALTH SCIENCES,3481535,751748,,Postdoctoral Training in Cardiovascular Disease
3/23/2025,Department of Health and Human Services,"HARVARD UNIVERSITY, SCHOOL OF PUBLIC HEALTH",1844641.46,750604,,"We will develop methods to enhance the design and analysis of serologic studies of populations with respect to COVID-19, including methods that may be generalized in the future to address challenges raised by other seasonal diseases (such as influenza) and newly emerging diseases. In addition, we will use serologic data in innovative ways to underpin mathematical models that can project population-level trends. Early serosurveys using convenience samples of the population and serologic assays with variable and often uncertain sensitivity and specificity were heavily criticized, for unrepresentativeness and inadequate accounting for test characteristics, resulting in bias and overconfidence (unduly narrow confidence bounds). Aim 1 will develop methods for valid inference of seroprevalence, specifically by (a) accounting for biased sampling, (b) accounting for imperfect tests, and (c) developing and testing a novel approach to snowball sampling employing serologic tests to enhance outbreak detection and contact tracing. Valid comparisons that assess seroprotection—whether, how much, and how long an individual is protected by an immune response to a COVID-19 infection (specifically, by antibodies) against reinfection—rely on adequate control for confounding, an issue that arises in multiple ways specific to seroprotection studies. Likewise, waning of seroprotection may be inferred in error if studies are not carefully designed and analyzed. The unprecedented efforts to develop detailed serologic and systems serologic data sets provide new forms of data that can be leveraged to better inform these inferences. Aim 2 will develop a suite of methods to enhance causal inference in seroprotection studies, including (a) sample size and power calculations; and (b) improved exploitation of serological data to reduce biases due to confounding and risk compensation. Aim 3 will develop new mathematical modeling approaches and apply them to quantify the likely reduction in the herd immunity threshold for COVID-19 due to various forms of risk heterogeneity and assortativeness in mixing. Aim 4 will develop models of COVID-19 transmission that accommodate emerging evidence about the duration and nature of immunity to infection, shedding, and symptoms, to obtain estimates of how illness attack rates will differ under varying assumptions about the progress of immunity. Aim 5 will develop transmission models to assess optimal cohorting arrangements in congregate facilities (eg prisons and nursing homes), with special attention to the nature of immunity required for these arrangements to be beneficial. Finally, vaccine supplies may be initially limited, necessitating efficient use of them. Aim 6 will investigate the use of serologic data in combination with other types of data to optimize allocation of scarce vaccines."
3/21/2025,Department of Health and Human Services,JOHNS HOPKINS UNIVERSITY,3160571,749442.79,https://usaspending.gov/award/ASST_NON_R01NR020437_7529,Characterizing intersecting sexual gender and race-based stigmas affecting communities of US transgender women and cisgender men who are sexually active with men
3/21/2025,Department of Health and Human Services,UNIVERSITY OF MICHIGAN AT ANN ARBOR,1787640,748766.89,https://usaspending.gov/award/ASST_NON_R01DK130864_7529,The role of circulating meta-inflammatory monocytes in adolescent insulin resistance
3/10/2025,Department of Health and Human Services,COLUMBIA UNIVERSITY HEALTH SCIENCES,3643485,746988,,NRSA Training Core
3/20/2025,Department of Health and Human Services,Johns Hopkins University,771490,746866.45,https://usaspending.gov/award/ASST_NON_R01AI189309_7529,Impact of Gender Affirming Hormone Therapy on HIV Viral Dynamics and Immune Responses in Transgender Women
3/20/2025,Department of Health and Human Services,UNIVERSITY OF MARYLAND BALTIMORE,2233774,746462.53,https://usaspending.gov/award/ASST_NON_R01HL165686_7529,Synergistic epidemics of non-communicable diseases stigma depression and material insecurities among sexual and gender minorities living with HIV in Nigeria
3/23/2025,Department of Health and Human Services,"HUMAN SERVICES, ARKANSAS DEPARTMENT OF",12676621,746210,,SUBSTANCE ABUSE PREVENTION & TREATMENT BLOCK GRANT
3/23/2025,Department of Health and Human Services,"HEALTH CARE EDUCATION & TRAINING, INC",1800000,746095,,HCET Region V STD/HIV Disease Intervention Training Center (RVDITC)
3/10/2025,Department of Health and Human Services,COLUMBIA UNIVERSITY HEALTH SCIENCES,2576569,746013,,Anti-semitism task force
3/20/2025,Department of Health and Human Services,HENRY FORD HEALTH + MICHIGAN STATE UNIVERSITY HEALTH SCIENCES,1564762,743447.54,https://usaspending.gov/award/ASST_NON_R01MD018523_7529,A Multilevel Multiphase Optimization Strategy for PrEP: Patients and Providers in Primary Care
3/24/2025,Department of Health and Human Services,Multnomah County,3996630,741788.45,,"National Initiative to Address COVID-19 Health Disparities Among Populations at High-Risk and Underserved, Including Racial and Ethnic Minority Populations and Rural Communities"
3/20/2025,Department of Health and Human Services,UNIVERSITY OF RHODE ISLAND,771618,741163.33,https://usaspending.gov/award/ASST_NON_R01DA058994_7529,Network-based study design statistical and modeling solutions for HIV among populations that use illicit substances: Informing interventions and policy in real-world settings using existing data
3/20/2025,Department of Health and Human Services,ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI,759917,740942.61,https://usaspending.gov/award/ASST_NON_P50MD019475_7529,The Institute for Health Equity Research Catalyst Center
3/23/2025,Department of Health and Human Services,"HEALTH AND WELFARE, IDAHO DEPARTMENT OF",4873385,739380,,BLOCK GRANTS FOR COMMUNITY MENTAL HEALTH SERVICES
3/21/2025,Department of Health and Human Services,MEDICAL COLLEGE OF WISCONSIN,779771,737548.35,https://usaspending.gov/award/ASST_NON_R01HL177518_7529,Cardiometabolic Impact of Gender-Affirming Hormone Therapy in Transmasculine Young Adults
3/10/2025,Department of Health and Human Services,COLUMBIA UNIVERSITY HEALTH SCIENCES,1959468,736875,,Anti-semitism task force
3/23/2025,Department of Health and Human Services,OHIO STATE UNIVERSITY,3143795,734515,,"Overall Project Summary Stemming the spread of COVID-19 will require research that cross-cuts basic, translational, and applied sciences. The Center for Serological Testing to Improve Outcomes from Pandemic COVID-19 (STOP- COVID) is proposed as a transdisciplinary entity to understand the interface between exposure risk, transmission, immune responses, disease severity, protection, and barriers to testing/vaccination, with the goal of improving population health and clinical outcomes. The Center will utilize state-of-the-art serological and molecular tests, developed at OSU, in a longitudinal study of first responders, a group at continual high risk of SARS-CoV-2 exposure, as well as their household contacts. Through the proposed work, STOP-COVID investigators will understand critical aspects of: (i) transmission in both asymptomatic and symptomatic individuals, (ii) immune, host, and viral determinants of disease outcome, and (iii) factors associated with immune protection. Center investigators will also identify best practices for communication of test results and information about COVID-19 to improve understanding of risk, transmission, and protection, while reducing access barriers to testing. The Center to STOP-COVID will: Aim 1 Develop Institute Infrastructure through three shared resource cores: 1. An Administrative Core that provides overall direction and leadership, coordinating all Center activities as well as Project–Core–SeroNet interactions; 2. A Testing and Biorepository Core, whose role is to perform first-tier serologic and viral testing during our longitudinal study using high throughput ELISA and neutralization assays developed at OSU, and cost-shared by OSU; and 3. A Data Management and Analysis Core that will provide project investigators with a centralized resource for biostatistics, bioinformatics, epidemiology, and psychometrics expertise. Aim 2: Conduct three innovative research projects to address: Project 1: Parallel serological and viral testing to determine COVID-19 prevalence, transmission, and protection in extended first responder cohorts. This project will also generate serology data for vaccines or mAbs, once available to this presumably high-priority group; Project 2: Serologic and molecular determinants of COVID-19 severity and immune protection. This project will evaluate COVID-19 serological responses in the context of SARS-CoV-2 and common cold CoV (CCCoV) antibodies, using novel assays specific for a panel of antigens. Project 2 also will employ transcriptomics to understand how host genetics, CCCoV, other respiratory viruses, and immune responses contribute to pathogenesis; and Project 3: Responding to changing serological and viral information around COVID-19. This project will incorporate results from Projects 1 & 2 and SeroNet to inform best practices in risk communication, provide behavioral guidance to decrease transmission, and enhance protection from disease. Aim 3: SeroNet Participation and Sharing of Data and Best Practices. We will leverage STOP-COVID infrastructure to share data, results, reagents, and best practices with SeroNet, which will drive new discoveries and their translation into actionable strategies for implementation across all groups affected by COVID-19."
3/23/2025,Department of Health and Human Services,SOCIAL SERVICES SOUTH DAKOTA DEPARTMENT,3078898,732285,,BLOCK GRANTS FOR COMMUNITY MENTAL HEALTH SERVICES
3/23/2025,Department of Health and Human Services,COMMONWEALTH OF THE NORTHERN MARIANA ISLANDS,1868299,732149,,CNMI CHCC Immunization and VFC Program.
3/10/2025,Department of Health and Human Services,COLUMBIA UNIVERSITY HEALTH SCIENCES,839262,732111,,Anti-semitism task force
3/20/2025,Department of Health and Human Services,VANDERBILT UNIVERSITY,722293,722293,https://usaspending.gov/award/ASST_NON_R01MH140023_7529,Mental Health Effects of Marriage Policy: Evidence from Linked Administrative Data in New Zealand
3/21/2025,Department of Health and Human Services,UNIVERSITY OF MARYLAND BALTIMORE,1583250,722203.5,https://usaspending.gov/award/ASST_NON_R01MH134721_7529,A randomized clinical trial of client-centered care coordination to improve pre-exposure prophylaxis use for Black men who have sex with men
4/1/2025,Department of Health and Human Services,TUFTS MEDICAL CENTER,2002128,721963.84,,Conversational Agents to Improve HPV Vaccine Acceptance in Primary Care
3/23/2025,Department of Health and Human Services,#REF!,838837,721388,,#REF!
3/23/2025,Department of Health and Human Services,UTAH DEPARTMENT OF HEALTH AND HUMAN SERVICES,3240400,718461,,UTAH'S PROPOSAL FOR ACTIVITIES WITHIN THE 2020 EPIDEMIOLOGY AND LABORATORY CAPACITY FOR PREVENTION AND CONTROL OF EMERGING INFECTIOUS DISEASES (ELC) COOPERATIVE AGREEMENT
3/21/2025,Department of Health and Human Services,UNIVERSITY OF FLORIDA,1444190,717873.33,https://usaspending.gov/award/ASST_NON_DP2MH132938_7529,Transdiagnostic Intervention to Reduce Internalized Health-Related Stigma
3/21/2025,Department of Health and Human Services,ALBERT EINSTEIN COLLEGE OF MEDICINE,2722149,713660.58,https://usaspending.gov/award/ASST_NON_R01AI169636_7529,ED2PrEP - patient focused low-burden strategies for PrEP uptake among emergency departments patients: a cross-over hybrid implementation-effectiveness trial
3/23/2025,Department of Health and Human Services,IA ST DEPARTMENT OF PUBLIC HEALTH,2576541,713610,,CDC-RFA-IP19-1901 Immunization and Vaccines for Children
3/21/2025,Department of Health and Human Services,NORTHWESTERN UNIVERSITY AT CHICAGO,718900,713047.09,https://usaspending.gov/award/ASST_NON_R01HD115551_7529,Understanding multilevel predictors affecting family formation among sexual and gender minority couples
3/23/2025,Department of Health and Human Services,IA ST DEPARTMENT OF PUBLIC HEALTH,782646,712746,,CDC-RFA-IP19-1901 Immunization and Vaccines for Children
3/23/2025,Department of Health and Human Services,MIAMI-DADE COUNTY HEALTH DEPARTMENT,28007265,712015,,"Miami-Dade's Initiative to Address COVID-19 Health Disparities Among Populations at High-Risk and Underserved, Including Racial and Ethnic Minority Populations"
3/23/2025,Department of Health and Human Services,STATE OF OHIO - DEPARTMENT OF HEALTH,31011053,711560,,Ohio Initiative to Address COVID-19 Health Disparities Among Populations Underserved and at High-Risk
3/23/2025,Department of Health and Human Services,DIVISION OF CHILD AND FAMILY SERVICES,8743742,711272,,BLOCK GRANTS FOR COMMUNITY MENTAL HEALTH SERVICES
3/23/2025,Department of Health and Human Services,#REF!,1444263,709048,,#REF!
3/24/2025,Department of Health and Human Services,HAWAII DEPARTMENT OF HEALTH,1960630,708861.71,,2019 Epidemiology and Laboratory Capacity for Prevention and Control of Emerging Infectious Diseases (ELC)
3/23/2025,Department of Health and Human Services,TEXAS PANHANDLE MENTAL HEALTH MENTAL RETARDATION,2948694,708370,,Texas Panhandle Center's CMHC Grant Program
3/21/2025,Department of Health and Human Services,UNIVERSITY OF WISCONSIN MILWAUKEE,1131845,707613.95,https://usaspending.gov/award/ASST_NON_R01AA031213_7529,The Impact of Minority Stress on Alcohol-Related Sexual Assault among Sexual Minority College Students: An Intersectional Mixed-Methodological Study
3/23/2025,Department of Health and Human Services,OREGON HEALTH AUTHORITY,779151,706801,,BLOCK GRANTS FOR COMMUNITY MENTAL HEALTH SERVICES
3/10/2025,Department of Health and Human Services,COLUMBIA UNIVERSITY HEALTH SCIENCES,2572620,705091,,Anti-semitism task force
3/21/2025,Department of Health and Human Services,AUBURN UNIVERSITY AT AUBURN,978986,704545.73,https://usaspending.gov/award/ASST_NON_R61MH133710_7529,Targeting Minority Stressors to Improve Eating Disorder Symptoms in Sexual Minority Individuals with Eating Disorders
3/21/2025,Department of Health and Human Services,UNIVERSITY OF ILLINOIS AT CHICAGO,7937590,703746.87,https://usaspending.gov/award/ASST_NON_U54MD012523_7529,Center for Health Equity Research (CHER)
3/23/2025,Department of Health and Human Services,STATE OF GEORGIA DEPARTMENT OF PUBLIC HEALTH,3621882,702101,,CK19-1904 EPIDEMIOLOGY AND LABORATORY CAPACITY FOR PREVENTION AND CONTROL OF EMERGING INFECTIOUS DISEASES (ELC)
3/10/2025,Department of Health and Human Services,COLUMBIA UNIVERSITY HEALTH SCIENCES,701902,701902,,Anti-semitism task force
3/21/2025,Department of Health and Human Services,UNIVERSITY OF OKLAHOMA HLTH SCIENCES CTR,1207662,701862.41,https://usaspending.gov/award/ASST_NON_R01CA276594_7529,"Randomized Controlled Trial of Dyadic Financial Incentive Treatment for Dual Smoker Couples: Evaluation of Efficacy, Mechanisms, and Cost Effectiveness"
